date,price_per_kg,location,commodity,category
2026-02-01,228.19674890678746,Bagerhat,Mregal-small,Fish
2026-03-01,218.79388641892183,Bagerhat,Mregal-small,Fish
2026-04-01,235.4620572338684,Bagerhat,Mregal-small,Fish
2026-05-01,219.7130402767304,Bagerhat,Mregal-small,Fish
2026-06-01,222.82608476561168,Bagerhat,Mregal-small,Fish
2026-07-01,230.49124121724526,Bagerhat,Mregal-small,Fish
2026-08-01,216.6916658640708,Bagerhat,Mregal-small,Fish
2026-09-01,226.53535455857786,Bagerhat,Mregal-small,Fish
2025-01-01,194.0209790664612,Bagerhat,Pangash (big),Fish
2025-02-01,197.62853965649794,Bagerhat,Pangash (big),Fish
2025-03-01,186.5619544307743,Bagerhat,Pangash (big),Fish
2025-04-01,186.6727012202531,Bagerhat,Pangash (big),Fish
2025-05-01,197.90669961942044,Bagerhat,Pangash (big),Fish
2025-06-01,197.20048207002995,Bagerhat,Pangash (big),Fish
2025-07-01,197.52500737602287,Bagerhat,Pangash (big),Fish
2025-08-01,198.67225062659682,Bagerhat,Pangash (big),Fish
2025-09-01,193.33679704413825,Bagerhat,Pangash (big),Fish
2025-10-01,199.19879575767092,Bagerhat,Pangash (big),Fish
2025-11-01,200.14310415939258,Bagerhat,Pangash (big),Fish
2025-12-01,194.91767021091647,Bagerhat,Pangash (big),Fish
2026-01-01,210.4124890056981,Bagerhat,Pangash (big),Fish
2026-02-01,202.96623463540942,Bagerhat,Pangash (big),Fish
2026-03-01,193.94211621720856,Bagerhat,Pangash (big),Fish
2026-04-01,205.20764319593857,Bagerhat,Pangash (big),Fish
2026-05-01,196.379324197609,Bagerhat,Pangash (big),Fish
2026-06-01,207.1476249678097,Bagerhat,Pangash (big),Fish
2026-07-01,209.88636723481082,Bagerhat,Pangash (big),Fish
2026-08-01,199.04789328908439,Bagerhat,Pangash (big),Fish
2026-09-01,209.94494473728088,Bagerhat,Pangash (big),Fish
2025-01-01,74.44787673899354,Bagerhat,Rice-Boro-Fine,Rice
2025-02-01,73.24018058671739,Bagerhat,Rice-Boro-Fine,Rice
2025-03-01,72.87076644638606,Bagerhat,Rice-Boro-Fine,Rice
2025-04-01,72.97268772839298,Bagerhat,Rice-Boro-Fine,Rice
2025-05-01,74.57086897990521,Bagerhat,Rice-Boro-Fine,Rice
2025-06-01,75.44802672594615,Bagerhat,Rice-Boro-Fine,Rice
2025-07-01,75.23907603762298,Bagerhat,Rice-Boro-Fine,Rice
2025-08-01,76.41377100598322,Bagerhat,Rice-Boro-Fine,Rice
2025-09-01,74.51794990889921,Bagerhat,Rice-Boro-Fine,Rice
2025-10-01,77.69523428229961,Bagerhat,Rice-Boro-Fine,Rice
2025-11-01,73.76539169043198,Bagerhat,Rice-Boro-Fine,Rice
2025-12-01,80.41733714656577,Bagerhat,Rice-Boro-Fine,Rice
2026-01-01,75.64079501073213,Bagerhat,Rice-Boro-Fine,Rice
2026-02-01,72.24052593284598,Bagerhat,Rice-Boro-Fine,Rice
2026-03-01,71.69570927066685,Bagerhat,Rice-Boro-Fine,Rice
2026-04-01,75.12686728212326,Bagerhat,Rice-Boro-Fine,Rice
2026-05-01,73.47460003736467,Bagerhat,Rice-Boro-Fine,Rice
2026-06-01,75.51997937257677,Bagerhat,Rice-Boro-Fine,Rice
2026-07-01,74.91434987268178,Bagerhat,Rice-Boro-Fine,Rice
2026-08-01,73.62178712043509,Bagerhat,Rice-Boro-Fine,Rice
2026-09-01,71.81645326478088,Bagerhat,Rice-Boro-Fine,Rice
2025-01-01,59.570166261452,Bagerhat,Rice-Boro-Medium,Rice
2025-02-01,56.793593824554165,Bagerhat,Rice-Boro-Medium,Rice
2025-03-01,59.12882171786003,Bagerhat,Rice-Boro-Medium,Rice
2025-04-01,59.32116459292362,Bagerhat,Rice-Boro-Medium,Rice
2025-05-01,56.88314304618982,Bagerhat,Rice-Boro-Medium,Rice
2025-06-01,58.54123054019269,Bagerhat,Rice-Boro-Medium,Rice
2025-07-01,58.187274264822825,Bagerhat,Rice-Boro-Medium,Rice
2025-08-01,55.86999285953347,Bagerhat,Rice-Boro-Medium,Rice
2025-09-01,58.350540407074796,Bagerhat,Rice-Boro-Medium,Rice
2025-10-01,58.526654648689465,Bagerhat,Rice-Boro-Medium,Rice
2025-11-01,59.269695831636774,Bagerhat,Rice-Boro-Medium,Rice
2025-12-01,59.03341021684185,Bagerhat,Rice-Boro-Medium,Rice
2026-01-01,54.53149859027512,Bagerhat,Rice-Boro-Medium,Rice
2026-02-01,55.12818233749228,Bagerhat,Rice-Boro-Medium,Rice
2026-03-01,57.52367855876502,Bagerhat,Rice-Boro-Medium,Rice
2026-04-01,57.33711232173046,Bagerhat,Rice-Boro-Medium,Rice
2026-05-01,57.15500495918234,Bagerhat,Rice-Boro-Medium,Rice
2026-06-01,62.89738226447733,Bagerhat,Rice-Boro-Medium,Rice
2026-07-01,56.88546941027264,Bagerhat,Rice-Boro-Medium,Rice
2026-08-01,57.703815211616515,Bagerhat,Rice-Boro-Medium,Rice
2026-09-01,57.19706440969575,Bagerhat,Rice-Boro-Medium,Rice
2025-01-01,49.51476469625271,Bagerhat,Ricel-Boro-Mota,Rice
2025-02-01,50.17900037951308,Bagerhat,Ricel-Boro-Mota,Rice
2025-03-01,49.6501685223815,Bagerhat,Ricel-Boro-Mota,Rice
2025-04-01,50.3618973081126,Bagerhat,Ricel-Boro-Mota,Rice
2025-05-01,53.60642302147084,Bagerhat,Ricel-Boro-Mota,Rice
2025-06-01,47.09610199553877,Bagerhat,Ricel-Boro-Mota,Rice
2025-07-01,50.828378480198175,Bagerhat,Ricel-Boro-Mota,Rice
2025-08-01,47.181456018160155,Bagerhat,Ricel-Boro-Mota,Rice
2025-09-01,48.76537668995488,Bagerhat,Ricel-Boro-Mota,Rice
2025-10-01,50.98814108585175,Bagerhat,Ricel-Boro-Mota,Rice
2025-11-01,49.27905497286456,Bagerhat,Ricel-Boro-Mota,Rice
2025-12-01,47.3915082988116,Bagerhat,Ricel-Boro-Mota,Rice
2026-01-01,47.79180286671967,Bagerhat,Ricel-Boro-Mota,Rice
2026-02-01,49.762159948978876,Bagerhat,Ricel-Boro-Mota,Rice
2026-03-01,47.46715755010427,Bagerhat,Ricel-Boro-Mota,Rice
2026-04-01,48.756125098916435,Bagerhat,Ricel-Boro-Mota,Rice
2026-05-01,48.345388053463466,Bagerhat,Ricel-Boro-Mota,Rice
2026-06-01,47.13432874270018,Bagerhat,Ricel-Boro-Mota,Rice
2026-07-01,51.23464360272398,Bagerhat,Ricel-Boro-Mota,Rice
2026-08-01,48.78747891810856,Bagerhat,Ricel-Boro-Mota,Rice
2026-09-01,44.59297436412195,Bagerhat,Ricel-Boro-Mota,Rice
2025-01-01,317.27292280028115,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-02-01,323.88131969569775,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-03-01,329.92362597005945,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-04-01,333.4411131431587,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-05-01,313.29711003120616,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-06-01,321.73861295055076,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-07-01,320.3692832161807,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-08-01,318.6300399824063,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-09-01,342.2131788427407,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-10-01,328.94857168186934,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-11-01,312.7063814452333,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-12-01,333.9491539837841,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-01-01,345.6910229208732,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-02-01,335.0665362903737,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-03-01,310.18614283194836,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-04-01,320.27871778955404,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-05-01,337.35238370456955,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-06-01,318.1002227102169,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-07-01,329.3272394244257,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-08-01,332.55268202093606,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2026-09-01,315.9624279021137,Bagerhat,Ruhi (Local) - medium (2.50-4.50 kg),Fish
2025-01-01,258.02996841913335,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-02-01,250.26729118067416,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-03-01,272.7328081706668,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-04-01,248.84489725190707,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-05-01,256.56765300376355,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-06-01,261.0197765028315,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-07-01,271.2419316547157,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-08-01,248.80027522080036,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-09-01,269.0726772668087,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-10-01,260.07981787595276,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-11-01,252.34423252182597,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-12-01,263.60440709925354,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-01-01,261.5526656254731,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-02-01,255.3183083581614,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-03-01,260.54445626292215,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-04-01,256.9945539444783,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-05-01,260.88543529295976,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-06-01,265.1646192612642,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-07-01,272.37093116593377,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-08-01,250.34503910915058,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2026-09-01,276.6376603223189,Bagerhat,Ruhi (Local) - small (1.50-2.00 kg),Fish
2025-01-01,565.678671646179,Bagerhat,Shrimp-small,Fish
2025-02-01,549.9948141741775,Bagerhat,Shrimp-small,Fish
2025-03-01,556.4954407968191,Bagerhat,Shrimp-small,Fish
2025-04-01,551.2252729015287,Bagerhat,Shrimp-small,Fish
2025-05-01,549.1275273616774,Bagerhat,Shrimp-small,Fish
2025-06-01,572.8670941071097,Bagerhat,Shrimp-small,Fish
2025-07-01,564.1015133664324,Bagerhat,Shrimp-small,Fish
2025-08-01,545.9567621805039,Bagerhat,Shrimp-small,Fish
2025-09-01,572.2802208515545,Bagerhat,Shrimp-small,Fish
2025-10-01,561.8366073783765,Bagerhat,Shrimp-small,Fish
2025-11-01,569.8683806016641,Bagerhat,Shrimp-small,Fish
2025-12-01,566.3087524445724,Bagerhat,Shrimp-small,Fish
2026-01-01,541.286213980437,Bagerhat,Shrimp-small,Fish
2026-02-01,545.3338629302626,Bagerhat,Shrimp-small,Fish
2026-03-01,566.8606130425125,Bagerhat,Shrimp-small,Fish
2026-04-01,564.080311664021,Bagerhat,Shrimp-small,Fish
2026-05-01,552.9808662216266,Bagerhat,Shrimp-small,Fish
2026-06-01,554.8309656091423,Bagerhat,Shrimp-small,Fish
2026-07-01,573.8816184813843,Bagerhat,Shrimp-small,Fish
2026-08-01,541.9490887090633,Bagerhat,Shrimp-small,Fish
2026-09-01,560.6350891485852,Bagerhat,Shrimp-small,Fish
2025-01-01,215.20012299862458,Bagerhat,Silver Carp,Fish
2025-02-01,215.12511070680404,Bagerhat,Silver Carp,Fish
2025-03-01,218.2245164850723,Bagerhat,Silver Carp,Fish
2025-04-01,210.13232420228638,Bagerhat,Silver Carp,Fish
2025-05-01,214.29630371915826,Bagerhat,Silver Carp,Fish
2025-06-01,208.04531943346123,Bagerhat,Silver Carp,Fish
2025-07-01,212.0422480206772,Bagerhat,Silver Carp,Fish
2025-08-01,209.1800987574836,Bagerhat,Silver Carp,Fish
2025-09-01,210.6110745794541,Bagerhat,Silver Carp,Fish
2025-10-01,213.74948926025255,Bagerhat,Silver Carp,Fish
2025-11-01,204.84520969562914,Bagerhat,Silver Carp,Fish
2025-12-01,223.1820398368184,Bagerhat,Silver Carp,Fish
2026-01-01,203.66209049655188,Bagerhat,Silver Carp,Fish
2026-02-01,202.35061173943728,Bagerhat,Silver Carp,Fish
2026-03-01,217.29609850305042,Bagerhat,Silver Carp,Fish
2026-04-01,214.9874749719665,Bagerhat,Silver Carp,Fish
2026-05-01,213.93195484742859,Bagerhat,Silver Carp,Fish
2026-06-01,213.95857670836497,Bagerhat,Silver Carp,Fish
2026-07-01,209.92284533106445,Bagerhat,Silver Carp,Fish
2026-08-01,204.34729745963926,Bagerhat,Silver Carp,Fish
2026-09-01,210.47756871662048,Bagerhat,Silver Carp,Fish
2025-01-01,285.62685143010225,Bagerhat,Sonali Chicken,Chicken
2025-02-01,290.5487841365523,Bagerhat,Sonali Chicken,Chicken
2025-03-01,297.4933983211517,Bagerhat,Sonali Chicken,Chicken
2025-04-01,289.40471667619966,Bagerhat,Sonali Chicken,Chicken
2025-05-01,287.6260774990038,Bagerhat,Sonali Chicken,Chicken
2025-06-01,297.4841767933134,Bagerhat,Sonali Chicken,Chicken
2025-07-01,297.9880264543027,Bagerhat,Sonali Chicken,Chicken
2025-08-01,291.8740553534843,Bagerhat,Sonali Chicken,Chicken
2025-09-01,292.68213859673256,Bagerhat,Sonali Chicken,Chicken
2025-10-01,299.3523618304687,Bagerhat,Sonali Chicken,Chicken
2025-11-01,285.08263869838964,Bagerhat,Sonali Chicken,Chicken
2025-12-01,285.93215594499173,Bagerhat,Sonali Chicken,Chicken
2026-01-01,292.4787660422137,Bagerhat,Sonali Chicken,Chicken
2026-02-01,297.4084809896773,Bagerhat,Sonali Chicken,Chicken
2026-03-01,302.50827997350075,Bagerhat,Sonali Chicken,Chicken
2026-04-01,313.2322002993881,Bagerhat,Sonali Chicken,Chicken
2026-05-01,308.297479643737,Bagerhat,Sonali Chicken,Chicken
2026-06-01,299.84906392641625,Bagerhat,Sonali Chicken,Chicken
2026-07-01,301.5798725126229,Bagerhat,Sonali Chicken,Chicken
2026-08-01,293.4309412079376,Bagerhat,Sonali Chicken,Chicken
2026-09-01,302.5695100949599,Bagerhat,Sonali Chicken,Chicken
2025-01-01,164.8997888055202,Bagerhat,Telapia/Nilotica,Fish
2025-02-01,167.9939506060834,Bagerhat,Telapia/Nilotica,Fish
2025-03-01,158.15587061476484,Bagerhat,Telapia/Nilotica,Fish
2025-04-01,158.80025623038574,Bagerhat,Telapia/Nilotica,Fish
2025-05-01,158.36306474585007,Bagerhat,Telapia/Nilotica,Fish
2025-06-01,151.20474539417953,Bagerhat,Telapia/Nilotica,Fish
2025-07-01,152.40853340988588,Bagerhat,Telapia/Nilotica,Fish
2025-08-01,149.53612145214385,Bagerhat,Telapia/Nilotica,Fish
2025-09-01,148.1083987392934,Bagerhat,Telapia/Nilotica,Fish
2025-10-01,142.02502682447036,Bagerhat,Telapia/Nilotica,Fish
2025-11-01,144.06765237939794,Bagerhat,Telapia/Nilotica,Fish
2025-12-01,144.53188643300746,Bagerhat,Telapia/Nilotica,Fish
2026-01-01,147.33257867140867,Bagerhat,Telapia/Nilotica,Fish
2026-02-01,143.09444325137844,Bagerhat,Telapia/Nilotica,Fish
2026-03-01,147.06793228617585,Bagerhat,Telapia/Nilotica,Fish
2026-04-01,130.99956459076384,Bagerhat,Telapia/Nilotica,Fish
2026-05-01,137.14437844483444,Bagerhat,Telapia/Nilotica,Fish
2026-06-01,131.94612072241296,Bagerhat,Telapia/Nilotica,Fish
2026-07-01,139.87761863321398,Bagerhat,Telapia/Nilotica,Fish
2026-08-01,123.43139387438043,Bagerhat,Telapia/Nilotica,Fish
2026-09-01,121.43615267368365,Bagerhat,Telapia/Nilotica,Fish
2025-01-01,158.41811012706592,Bandarban,Broiler chicken,Chicken
2025-02-01,165.81271444959583,Bandarban,Broiler chicken,Chicken
2025-03-01,169.71467053264925,Bandarban,Broiler chicken,Chicken
2025-04-01,180.1482946858369,Bandarban,Broiler chicken,Chicken
2025-05-01,178.61741364355456,Bandarban,Broiler chicken,Chicken
2025-06-01,174.16086619054747,Bandarban,Broiler chicken,Chicken
2025-07-01,175.56856601578806,Bandarban,Broiler chicken,Chicken
2025-08-01,185.3014809415702,Bandarban,Broiler chicken,Chicken
2025-09-01,179.4597446269052,Bandarban,Broiler chicken,Chicken
2025-10-01,197.75867254641426,Bandarban,Broiler chicken,Chicken
2025-11-01,197.5590146173647,Bandarban,Broiler chicken,Chicken
2025-12-01,192.51260587720614,Bandarban,Broiler chicken,Chicken
2026-01-01,189.4341650185854,Bandarban,Broiler chicken,Chicken
2026-02-01,207.32124403901778,Bandarban,Broiler chicken,Chicken
2026-03-01,203.15121924014815,Bandarban,Broiler chicken,Chicken
2026-04-01,212.69943728741185,Bandarban,Broiler chicken,Chicken
2026-05-01,201.89668953220274,Bandarban,Broiler chicken,Chicken
2026-06-01,209.7072333639124,Bandarban,Broiler chicken,Chicken
2026-07-01,215.618979945709,Bandarban,Broiler chicken,Chicken
2026-08-01,218.79326333035172,Bandarban,Broiler chicken,Chicken
2026-09-01,219.34728354907674,Bandarban,Broiler chicken,Chicken
2025-01-01,130.4691529636764,Bandarban,Chinigura Rice,Rice
2025-02-01,132.23239840935085,Bandarban,Chinigura Rice,Rice
2025-03-01,133.22747193759014,Bandarban,Chinigura Rice,Rice
2025-04-01,126.29215671139752,Bandarban,Chinigura Rice,Rice
2025-05-01,124.92130256021804,Bandarban,Chinigura Rice,Rice
2025-06-01,136.1133743880129,Bandarban,Chinigura Rice,Rice
2025-07-01,132.65254638585085,Bandarban,Chinigura Rice,Rice
2025-08-01,128.6635112030816,Bandarban,Chinigura Rice,Rice
2025-09-01,137.85818835671174,Bandarban,Chinigura Rice,Rice
